Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"À huit heures vingt, le cab s' arrêta devant la grille de la gare.",le cab,arrêta,s',nsubj,root,expl:comp,7,9,8,7210,7212,7211,7068,7070,7069,"[6, 7]",[8],arrêter,0,_,_,344,165,345,[],[],[],[],[],[],[],False,False,False
"À huit heures vingt, le cab s' arrêta devant la grille de la gare.",le cab,arrêta,devant la grille de la gare,nsubj,root,obl:arg,7,9,12,7210,7212,7215,7068,7070,7073,"[6, 7]","[10, 11, 12, 13, 14, 15]",arrêter,0,_,_,344,165,345,[],[],[],[],['la gare'],['la gare'],['FAC'],False,True,False
Passepartout sauta à terre.,Passepartout,sauta,à terre,nsubj,root,obl:arg,1,2,4,7220,7221,7223,7078,7079,7081,[1],"[3, 4]",sauter,0,_,_,345,165,346,['1'],[],['1'],[],[],[],[],True,False,False
Son maître le suivit et paya le cocher.,Son maître,suivit,le,nsubj,root,obj,2,4,3,7226,7228,7227,7084,7086,7085,"[1, 2]",[3],suivre,0,_,_,346,165,347,['1'],['1'],['1'],[],[],[],[],True,False,False
Son maître le suivit et paya le cocher.,Son maître,paya,le cocher,nsubj,conj,obj,2,6,8,7226,7230,7232,7084,7088,7090,"[1, 2]","[7, 8]",payer,4,_,_,346,165,347,['1'],['48'],"['1', '48']",[],[],[],[],True,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,tenant,un enfant,NaN,acl,obj,,9,11,,7242,7244,,7100,7102,[],"[10, 11]",tenir,7,_,_,347,166,348,[],['49'],['49'],[],[],[],[],True,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,tenant,à la main,NaN,acl,obl:arg,,9,14,,7242,7247,,7100,7105,[],"[12, 13, 14]",tenir,7,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,tenant,pieds nus,NaN,acl,obl:mod,,9,16,,7242,7249,,7100,7107,[],"[16, 17]",tenir,7,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,tenant,dans la boue,NaN,acl,obl:mod,,9,20,,7242,7253,,7100,7111,[],"[18, 19, 20]",tenir,7,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,coiffée,d'un chapeau,NaN,acl,obl:agent,,22,25,,7255,7258,,7113,7116,[],"[23, 24, 25]",coiffer,7,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",NaN,dépenaillé,NaN,NaN,acl,NaN,,26,,,7259,,,7117,,[],[],dépenailler,25,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",une plume lamentable,pendait,NaN,nsubj,acl:relcl,NaN,30,28,,7263,7261,,7121,7119,,"[29, 30, 31]",[],pendre,25,_,_,347,166,348,[],[],[],[],[],[],[],False,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,s',nsubj,root,expl:comp,7,42,41,7240,7275,7274,7098,7133,7132,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]",[41],approcher,0,_,_,347,166,348,['8'],[],['8'],[],[],[],[],True,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,de Mr. Fogg,nsubj,root,obl:arg,7,42,44,7240,7275,7277,7098,7133,7135,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]","[43, 44, 45]",approcher,0,_,_,347,166,348,['8'],['2'],"['8', '2']",[],[],[],[],True,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,demanda,lui,nsubj,conj,iobj,7,48,47,7240,7281,7280,7098,7139,7138,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]",[47],demander,42,_,_,347,166,348,['8'],['2'],"['8', '2']",[],[],[],[],True,False,False
"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,demanda,l'aumône,nsubj,conj,obj,7,48,50,7240,7281,7283,7098,7139,7141,"[1, 2, 3, 5, 6, 7, 33, 34, 35, 36, 37, 38, 39]","[49, 50]",demander,42,_,_,347,166,348,['8'],[],['8'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,tira,de sa poche,nsubj,root,obl:arg,1,3,6,7285,7287,7290,7143,7145,7148,"[1, 2]","[4, 5, 6]",tirer,0,_,_,348,167,349,['2'],['2'],['2'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,tira,les vingt guinées,nsubj,root,obj,1,3,9,7285,7287,7293,7143,7145,7151,"[1, 2]","[7, 8, 9]",tirer,0,_,_,348,167,349,['2'],[],['2'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,venait,NaN,nsubj,acl:relcl,NaN,11,12,,7295,7296,,7153,7154,,[11],[],venir,9,_,_,348,167,349,['2'],[],['2'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,gagner,au whist,nsubj,xcomp,obl:mod,11,14,16,7295,7298,7300,7153,7156,7158,[11],"[15, 16]",gagner,12,Dpt au sens large,VERB,348,167,349,['2'],[],['2'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,présentant,les,nsubj,conj,obj,1,21,20,7285,7305,7304,7143,7163,7162,"[1, 2]",[20],présenter,3,_,_,348,167,349,['2'],[],['2'],[],[],[],[],True,False,False
"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,présentant,à la mendiante,nsubj,conj,obl:arg,1,21,24,7285,7305,7308,7143,7163,7166,"[1, 2]","[22, 23, 24]",présenter,3,_,_,348,167,349,['2'],['8'],"['2', '8']",[],[],[],[],True,False,False
"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",NaN,Tenez,NaN,NaN,dep,NaN,,2,,,7311,,,7169,,[],[],tenir,8,_,_,349,168,350,[],[],[],[],[],[],[],False,False,False
"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",-il,dit,NaN,nsubj,dep,NaN,9,8,,7318,7317,,7176,7175,,[9],[],dire,13,_,_,349,168,350,['2'],[],['2'],[],[],[],[],True,False,False
"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",je,rencontrée,vous,nsubj,xcomp,obj,11,17,15,7320,7326,7324,7178,7184,7182,[11],[15],rencontrer,13,_,_,349,168,350,['2'],['8'],"['2', '8']",[],[],[],[],True,False,False
Puis il passa.,il,passa,NaN,nsubj,conj,NaN,2,3,,7330,7331,,7188,7189,,[2],[],passer,0,_,_,350,169,351,['2'],[],['2'],[],[],[],[],True,False,False
Passepartout eut comme une sensation d' humidité autour de la prunelle.,Passepartout,eut,comme une sensation d'humidité,nsubj,root,obj,1,2,5,7333,7334,7337,7191,7192,7195,[1],"[3, 4, 5, 6, 7]",avoir,0,_,_,351,170,352,['1'],[],['1'],[],[],[],[],True,False,False
Son maître avait fait un pas dans son cœur.,Son maître,fait,un pas,nsubj,root,obj,2,4,6,7346,7348,7350,7204,7206,7208,"[1, 2]","[5, 6]",faire,0,_,_,352,170,353,['1'],[],['1'],[],[],[],[],True,False,False
Son maître avait fait un pas dans son cœur.,Son maître,fait,dans son cœur,nsubj,root,obl:mod,2,4,9,7346,7348,7353,7204,7206,7211,"[1, 2]","[7, 8, 9]",faire,0,_,_,352,170,353,['1'],['1'],['1'],[],[],[],[],True,False,False
Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,lui,nsubj,root,iobj,1,5,4,7355,7359,7358,7213,7217,7216,"[1, 2]",[4],entrer,0,_,_,353,171,354,"['2', '1']",['1'],"['2', '1']",[],[],[],[],True,False,False
Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,dans la grande salle de la gare,nsubj,root,obl:arg,1,5,10,7355,7359,7364,7213,7217,7222,"[1, 2]","[7, 8, 9, 10, 11, 12, 13]",entrer,0,_,_,353,171,354,"['2', '1']",[],"['2', '1']",[],['la gare'],['la gare'],['FAC'],True,True,True
"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",Phileas Fogg,donna,à Passepartout,nsubj,root,obl:arg,3,5,7,7371,7373,7375,7229,7231,7233,"[3, 4]","[6, 7]",donner,0,_,_,354,171,355,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False
"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",Phileas Fogg,donna,l'ordre,nsubj,root,obj,3,5,9,7371,7373,7377,7229,7231,7235,"[3, 4]","[8, 9]",donner,0,_,_,354,171,355,['0'],[],['0'],[],[],[],[],True,False,False
"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",NaN,prendre,deux billets de première classe pour Paris,NaN,acl,obj,,11,13,,7379,7381,,7237,7239,[],"[12, 13, 14, 15, 16, 17, 18]",prendre,9,_,_,354,171,355,[],[],[],[],[],[],[],False,False,False
"Puis, se retournant, il aperçut ses cinq collègues du Reform - Club.",il,retournant,se,nsubj,advcl,expl:comp,6,4,3,7393,7391,7390,7251,7249,7248,[6],[3],retourner,7,_,_,355,171,356,['2'],[],['2'],[],[],[],[],True,False,False
"Puis, se retournant, il aperçut ses cinq collègues du Reform - Club.",il,aperçut,ses cinq collègues du Reform-Club,nsubj,root,obj,6,7,10,7393,7394,7397,7251,7252,7255,[6],"[8, 9, 10, 11, 12, 13, 14]",apercevoir,0,_,_,355,171,356,['2'],"['2', '50']","['2', '50']",[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",je,pars,Messieurs,nsubj,root,obl:mod,4,5,2,7406,7407,7404,7263,7264,7261,[4],[2],partir,0,_,_,356,172,357,['2'],['2'],['2'],[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",-il,dit,au retour,nsubj,parataxis,obl:mod,8,7,28,7410,7409,7430,7267,7266,7287,[8],"[27, 28]",dire,5,_,_,356,172,357,['2'],[],['2'],[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",NaN,apposés,sur un passeport,NaN,acl,obl:arg,,14,17,,7416,7419,,7273,7276,[],"[15, 16, 17]",apposer,13,_,_,356,172,357,[],[],[],[],[],[],[],False,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",j',emporte,que,nsubj,acl:relcl,obj,19,20,18,7421,7422,7420,7278,7279,7277,[19],[18],emporter,17,_,_,356,172,357,['2'],[],['2'],[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",j',emporte,à cet effet,nsubj,acl:relcl,obl:mod,19,20,23,7421,7422,7425,7278,7279,7282,[19],"[21, 22, 23]",emporter,17,_,_,356,172,357,['2'],[],['2'],[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",les divers visas,permettront,vous,nsubj,conj,iobj,13,25,24,7415,7427,7426,7272,7284,7283,"[11, 12, 13]",[24],permettre,7,_,_,356,172,357,[],['2'],['2'],[],[],[],[],True,False,False
"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",-il,contrôler,mon itinéraire,nsubj,xcomp,obj,8,31,33,7410,7433,7435,7267,7290,7292,[8],"[32, 33]",contrôler,7,_,_,356,172,357,['2'],['2'],['2'],[],[],[],[],True,False,False
"- Oh! monsieur Fogg, répondit poliment Gauthier Ralph, c' est inutile.",Gauthier Ralph,répondit,NaN,nsubj,dep,NaN,9,7,,7445,7443,,7301,7299,,"[9, 10]",[],répondre,14,_,_,357,173,358,['3'],[],['3'],[],[],[],[],True,False,False
Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,nous,nsubj,root,expl:comp,1,4,2,7452,7455,7453,7308,7311,7309,[1],[2],rapporter,0,_,_,358,173,359,['2'],[],['2'],[],[],[],[],True,False,False
Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,en,nsubj,root,expl:comp,1,4,3,7452,7455,7454,7308,7311,7310,[1],[3],rapporter,0,_,_,358,173,359,['2'],[],['2'],[],[],[],[],True,False,False
Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,à votre honneur de gentleman,nsubj,root,obl:arg,1,4,7,7452,7455,7458,7308,7311,7314,[1],"[5, 6, 7, 8, 9]",rapporter,0,_,_,358,173,359,['2'],['4'],"['2', '4']",[],[],[],[],True,False,False
"- Cela vaut mieux ainsi, dit Mr. Fogg.",Cela,vaut,mieux,nsubj,root,obl:arg,2,3,4,7463,7464,7465,7318,7319,7320,[2],[4],valoir,0,_,_,359,174,360,[],[],[],[],[],[],[],False,False,False
"- Cela vaut mieux ainsi, dit Mr. Fogg.",Mr. Fogg,dit,NaN,nsubj,parataxis,NaN,8,7,,7469,7468,,7324,7323,,"[8, 9]",[],dire,3,_,_,359,174,360,['2'],[],['2'],[],[],[],[],True,False,False
-Vous n' oubliez pas que vous devez être revenu?,-Vous,oubliez,NaN,nsubj,root,NaN,1,3,,7472,7474,,7327,7329,,[1],[],oublier,0,_,_,360,175,361,[],[],[],[],[],[],[],False,False,False
-Vous n' oubliez pas que vous devez être revenu?,vous,devez,NaN,nsubj,ccomp,NaN,6,7,,7477,7478,,7332,7333,,[6],[],devoir,3,_,_,360,175,361,['2'],[],['2'],[],[],[],[],True,False,False
-Vous n' oubliez pas que vous devez être revenu?,vous,revenu,NaN,nsubj,xcomp,NaN,6,9,,7477,7480,,7332,7335,,[6],[],revenir,7,_,_,360,175,361,['2'],[],['2'],[],[],[],[],True,False,False
… fit observer Andrew Stuart.,NaN,observer,Andrew Stuart,NaN,root,obj,,3,4,,7484,7485,,7339,7340,[],"[4, 5]",observer,0,_,_,361,175,362,[],['4'],['4'],[],[],[],[],True,False,False
"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,Dans quatre-vingts jours,nsubj,root,obl:mod,7,6,4,7494,7493,7491,7348,7347,7345,"[7, 8]","[2, 3, 4]",répondre,0,_,_,362,176,363,['2'],[],['2'],[],[],[],[],True,False,False
"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,le samedi 21 décembre 1872,nsubj,root,obl:mod,7,6,11,7494,7493,7498,7348,7347,7352,"[7, 8]","[10, 11, 12, 13, 14]",répondre,0,_,_,362,176,363,['2'],[],['2'],[],[],[],[],True,False,False
"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,à huit heures quarante-cinq minutes du soir,nsubj,root,obl:mod,7,6,18,7494,7493,7505,7348,7347,7359,"[7, 8]","[16, 17, 18, 19, 20, 21, 22, 23, 24]",répondre,0,_,_,362,176,363,['2'],[],['2'],[],[],[],[],True,False,False
"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,À huit heures quarante,nsubj,root,obl:mod,6,11,3,7524,7529,7521,7377,7382,7374,"[6, 7, 8, 9, 10]","[1, 2, 3, 4]",prendre,0,_,_,364,177,365,"['0', '1']",[],"['0', '1']",[],[],[],[],True,False,False
"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,place,nsubj,root,obj,6,11,12,7524,7529,7530,7377,7382,7383,"[6, 7, 8, 9, 10]",[12],prendre,0,_,_,364,177,365,"['0', '1']",[],"['0', '1']",[],[],[],[],True,False,False
"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,dans le même compartiment,nsubj,root,obl:arg,6,11,16,7524,7529,7534,7377,7382,7387,"[6, 7, 8, 9, 10]","[13, 14, 15, 16]",prendre,0,_,_,364,177,365,"['0', '1']",[],"['0', '1']",[],[],[],[],True,False,False
"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",un coup de sifflet,retentit,À huit heures quarante-cinq,nsubj,root,obl:mod,9,12,3,7544,7547,7538,7396,7399,7391,"[8, 9, 10, 11]","[1, 2, 3, 4, 5, 6]",retentir,0,_,_,365,177,366,[],[],[],[],[],[],[],False,False,False
"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",le train,mit,en marche,nsubj,conj,obl:arg,16,18,20,7551,7553,7555,7403,7405,7407,"[15, 16]","[19, 20]",mettre,12,_,_,365,177,366,[],[],[],[],[],[],[],False,False,False
Il tombait une pluie fine.,Il,tombait,une pluie fine,nsubj,root,obj,1,2,4,7562,7563,7565,7414,7415,7417,[1],"[3, 4, 5]",tomber,0,_,_,367,178,368,[],[],[],[],[],[],[],False,False,False
"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,accoté,dans son coin,nsubj,advcl,obl:arg,1,4,7,7568,7571,7574,7420,7423,7426,"[1, 2]","[5, 6, 7]",accoter,10,_,_,368,178,369,['0'],['0'],['0'],[],[],[],[],True,False,False
"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,parlait,NaN,nsubj,root,NaN,1,10,,7568,7577,,7420,7429,,"[1, 2]",[],parler,0,_,_,368,178,369,['0'],[],['0'],[],[],[],[],True,False,False
"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,abasourdi,NaN,nsubj,advcl,NaN,1,4,,7580,7583,,7432,7435,,[1],[],abasourdir,6,_,_,369,178,370,['1'],[],['1'],[],[],[],[],True,False,False
"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,contre lui,nsubj,root,obl:arg,1,6,9,7580,7585,7588,7432,7437,7440,[1],"[8, 9]",presser,0,_,_,369,178,370,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False
"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,le sac aux bank-notes,nsubj,root,obj,1,6,11,7580,7585,7590,7432,7437,7442,[1],"[10, 11, 12, 13]",presser,0,_,_,369,178,370,['1'],[],['1'],[],[],[],[],True,False,False
"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,bank-notes,nsubj,root,obl:arg,1,6,14,7580,7585,7593,7432,7437,,[1],[14],presser,0,_,_,369,178,370,['1'],[],['1'],[],[],[],[],True,False,False
"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",le train,dépassé,Sydenham,nsubj,conj,obj,3,7,8,7598,7602,7603,7449,7453,7454,"[2, 3]",[8],dépasser,0,_,_,370,179,371,[],[],[],[],[],[],[],False,False,False
"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",Passepartout,poussait,un véritable cri de désespoir,nsubj,ccomp,obj,11,12,15,7606,7607,7610,7457,7458,7461,[11],"[13, 14, 15, 16, 17]",pousser,7,_,_,370,179,371,['1'],[],['1'],[],[],[],[],True,False,False
«Qu' avez -vous? demanda Mr. Fogg.,-vous,avez,NaN,nsubj,dep,NaN,4,3,,7617,7616,,7468,7467,,[4],[],avoir,2,_,_,371,180,372,['2'],[],['2'],[],[],[],[],True,False,False
«Qu' avez -vous? demanda Mr. Fogg.,Mr. Fogg,demanda,NaN,nsubj,root,NaN,7,6,,7620,7619,,7471,7470,,"[7, 8]",[],demander,0,_,_,371,180,372,['2'],[],['2'],[],[],[],[],True,False,False
- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,NaN,a,y,NaN,root,expl:comp,,4,3,,7626,7625,,7476,7475,[],[3],avoir,0,_,_,372,181,373,[],[],[],[],[],[],[],False,False,False
- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,j',oublié,dans ma précipitation mon trouble,nsubj,xcomp,obl:mod,15,17,10,7637,7639,7632,7487,7489,7482,[15],"[8, 9, 10, 12, 13]",oublier,4,_,_,372,181,373,['2'],['2'],['2'],[],[],[],[],True,False,False
- D' éteindre le bec de gaz de ma chambre!,NaN,éteindre,le bec de gaz de ma chambre,NaN,root,obj,,3,5,,7646,7648,,7494,7496,[],"[4, 5, 6, 7, 8, 9, 10]",éteindre,0,_,_,374,183,375,[],['2'],['2'],[],['ma chambre'],['ma chambre'],['FAC'],True,True,True
"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",Mr. Fogg,répondit,mon garçon,nsubj,advcl,obl:mod,10,8,6,7664,7662,7660,7511,7509,7507,"[10, 11]","[5, 6]",répondre,14,_,_,375,184,376,['2'],"['51', '1']","['2', '51', '1']",[],[],[],[],True,False,False
"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",il,brûle,à votre compte,nsubj,root,obl:mod,13,14,17,7667,7668,7671,7514,7515,7518,[13],"[15, 16, 17]",brûler,0,_,_,375,184,376,[],['1'],['1'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,quittant,Londres,nsubj,advcl,obj,1,5,6,7674,7678,7679,7521,7525,7526,"[1, 2]",[6],quitter,10,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,se,nsubj,root,expl:comp,1,10,9,7674,7683,7682,7521,7530,7529,"[1, 2]",[9],douter,0,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,sans doute,nsubj,root,obl:mod,1,10,14,7674,7683,7687,7521,7530,7534,"[1, 2]","[13, 14]",douter,0,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,du grand retentissement,nsubj,root,obl:arg,1,10,18,7674,7683,7691,7521,7530,7538,"[1, 2]","[16, 17, 18]",douter,0,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,allait,qu',nsubj,acl:relcl,obj,23,20,19,7696,7693,7692,7543,7540,7539,"[22, 23]",[19],aller,18,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,provoquer,NaN,nsubj,xcomp,NaN,23,21,,7696,7694,,7543,7541,,"[22, 23]",[],provoquer,20,_,_,376,185,377,['0'],[],['0'],[],[],[],[],True,False,False
"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,se,nsubj,root,expl:comp,2,6,5,7699,7703,7702,7546,7550,7549,"[1, 2, 3, 4]",[5],répandre,0,_,_,377,185,378,[],[],[],[],[],[],[],False,False,False
"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,dans le Reform-Club,nsubj,root,obl:mod,2,6,11,7699,7703,7708,7546,7550,7555,"[1, 2, 3, 4]","[9, 10, 11]",répandre,0,_,_,377,185,378,[],[],[],[],['le reform - club'],['le reform - club'],['FAC'],False,True,False
"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,nsubj,root,obl:arg,2,6,12,7699,7703,7709,7546,7550,,"[1, 2, 3, 4]",[12],répandre,0,_,_,377,185,378,[],[],[],[],['le reform - club'],['le reform - club'],['FAC'],False,True,False
