Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"En partant, le China semblait avoir emporté avec lui le dernier espoir de Phileas Fogg.",le China,semblait,,nsubj,root,,5.0,6,,"[4, 5]",[],sembler,0,_,_,3703,1682,3703,[],[],[],[],[],[],[],False,False,False,32
"En partant, le China semblait avoir emporté avec lui le dernier espoir de Phileas Fogg.",le China,emporté,avec lui,nsubj,xcomp,obl:mod,5.0,8,10.0,"[4, 5]","[9, 10]",emporter,6,_,_,3703,1682,3703,[],[],[],[],[],[],[],False,False,False,32
"En partant, le China semblait avoir emporté avec lui le dernier espoir de Phileas Fogg.",le China,emporté,le dernier espoir de Phileas Fogg,nsubj,xcomp,obj,5.0,8,13.0,"[4, 5]","[11, 12, 13, 14, 15, 16]",emporter,6,_,_,3703,1682,3703,[],['3'],['3'],[],[],[],[],True,False,False,32
"En effet, aucun des autres paquebots qui font le service direct entre l’ Amérique et l’ Europe, ni les transatlantiques français, ni les navires du«   White - Star - line  », ni les steamers de la Compagnie Imman, ni ceux de la ligne Hambourgeoise, ni autres, ne pouvaient servir les projets du gentleman.",qui,font,le service direct entre l’Amérique et l’Europe ni les transatlantiques français ni les navires du,nsubj,acl:relcl,obj,8.0,9,11.0,[8],"[10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28]",faire,7,_,_,3704,1683,3704,[],[],[],[],[],[],[],False,False,False,32
"En effet, aucun des autres paquebots qui font le service direct entre l’ Amérique et l’ Europe, ni les transatlantiques français, ni les navires du«   White - Star - line  », ni les steamers de la Compagnie Imman, ni ceux de la ligne Hambourgeoise, ni autres, ne pouvaient servir les projets du gentleman.",ni les steamers de la Compagnie Imman ni ceux de la ligne Hambourgeoise ni autres,pouvaient,,nsubj,obl:arg,,41.0,58,,"[39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 54, 55]",[],pouvoir,30,_,_,3704,1683,3704,[],[],[],[],[],[],[],False,False,False,32
"En effet, aucun des autres paquebots qui font le service direct entre l’ Amérique et l’ Europe, ni les transatlantiques français, ni les navires du«   White - Star - line  », ni les steamers de la Compagnie Imman, ni ceux de la ligne Hambourgeoise, ni autres, ne pouvaient servir les projets du gentleman.",ni les steamers de la Compagnie Imman ni ceux de la ligne Hambourgeoise ni autres,servir,les projets du gentleman,nsubj,xcomp,obj,41.0,59,61.0,"[39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 54, 55]","[60, 61, 62, 63]",servir,58,_,_,3704,1683,3704,[],['3'],['3'],[],[],[],[],True,False,False,32
"En effet, le Pereire, de la Compagnie transatlantique française– dont les admirables bâtiments égalent en vitesse et surpassent en confortable tous ceux des autres lignes, sans exception–, ne partait que le surlendemain, 14 décembre.",française–dont les admirables bâtiments,égalent,en vitesse,nsubj,acl:relcl,obl:mod,16.0,17,19.0,"[13, 14, 15, 16]","[18, 19]",égaler,9,_,_,3705,1684,3705,['219'],[],['219'],[],[],[],[],True,False,False,32
"En effet, le Pereire, de la Compagnie transatlantique française– dont les admirables bâtiments égalent en vitesse et surpassent en confortable tous ceux des autres lignes, sans exception–, ne partait que le surlendemain, 14 décembre.",française–dont les admirables bâtiments,surpassent,en confortable tous ceux des autres lignes,nsubj,conj,obl:mod,16.0,21,25.0,"[13, 14, 15, 16]","[22, 23, 24, 25, 26, 27, 28]",surpasser,17,_,_,3705,1684,3705,['219'],[],['219'],[],[],[],[],True,False,False,32
"En effet, le Pereire, de la Compagnie transatlantique française– dont les admirables bâtiments égalent en vitesse et surpassent en confortable tous ceux des autres lignes, sans exception–, ne partait que le surlendemain, 14 décembre.",le Pereire de la Compagnie transatlantique française sans exception,partait,En effet,nsubj,root,obl:mod,5.0,35,2.0,"[4, 5, 7, 8, 9, 10, 11, 30, 31]","[1, 2]",partir,0,_,_,3705,1684,3705,['219'],[],['219'],[],[],[],[],True,False,False,32
"En effet, le Pereire, de la Compagnie transatlantique française– dont les admirables bâtiments égalent en vitesse et surpassent en confortable tous ceux des autres lignes, sans exception–, ne partait que le surlendemain, 14 décembre.",le Pereire de la Compagnie transatlantique française sans exception,partait,que le surlendemain 14 décembre,nsubj,root,obl:mod,5.0,35,38.0,"[4, 5, 7, 8, 9, 10, 11, 30, 31]","[36, 37, 38, 40, 41]",partir,0,_,_,3705,1684,3705,['219'],[],['219'],[],[],[],[],True,False,False,32
"Et d’ ailleurs, de même que ceux de la Compagnie hambourgeoise, il n’ allait pas directement à Liverpool ou à Londres, mais au Havre, et cette traversée supplémentaire du Havre à Southampton, en retardant Phileas Fogg, eût annulé ses derniers efforts.",il,allait,à Liverpool ou à Londres,nsubj,root,obl:arg,14.0,16,20.0,[14],"[19, 20, 21, 22, 23]",aller,0,_,_,3706,1684,3706,[],[],[],[],[],[],[],False,False,False,32
"Et d’ ailleurs, de même que ceux de la Compagnie hambourgeoise, il n’ allait pas directement à Liverpool ou à Londres, mais au Havre, et cette traversée supplémentaire du Havre à Southampton, en retardant Phileas Fogg, eût annulé ses derniers efforts.",,retardant,Phileas Fogg,,acl,obj,,39,40.0,[],"[40, 41]",retarder,31,_,_,3706,1684,3706,[],['3'],['3'],[],[],[],[],True,False,False,32
"Et d’ ailleurs, de même que ceux de la Compagnie hambourgeoise, il n’ allait pas directement à Liverpool ou à Londres, mais au Havre, et cette traversée supplémentaire du Havre à Southampton, en retardant Phileas Fogg, eût annulé ses derniers efforts.",cette traversée supplémentaire du Havre à Southampton,annulé,ses derniers efforts,nsubj,conj,obj,31.0,44,47.0,"[30, 31, 32, 33, 34, 35, 36]","[45, 46, 47]",annuler,16,_,_,3706,1684,3706,[],['3'],['3'],[],[],[],[],True,False,False,32
"Quant aux paquebots Imman, dont l’ un, le City - of - Paris, mettait en mer le lendemain, il n’ y fallait pas songer.",,mettait,Quant aux paquebots Imman dont l’un le City-of-Paris,,advcl,obl:mod,,17,3.0,[],"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15]",mettre,26,_,_,3707,1685,3707,[],[],[],[],[],[],[],False,False,False,32
"Quant aux paquebots Imman, dont l’ un, le City - of - Paris, mettait en mer le lendemain, il n’ y fallait pas songer.",,mettait,en mer,,advcl,obl:arg,,17,19.0,[],"[18, 19]",mettre,26,_,_,3707,1685,3707,[],[],[],[],['mer'],['mer'],['LOC'],False,True,False,32
"Quant aux paquebots Imman, dont l’ un, le City - of - Paris, mettait en mer le lendemain, il n’ y fallait pas songer.",,mettait,le lendemain,,advcl,obl:mod,,17,21.0,[],"[20, 21]",mettre,26,_,_,3707,1685,3707,[],[],[],[],[],[],[],False,False,False,32
"Quant aux paquebots Imman, dont l’ un, le City - of - Paris, mettait en mer le lendemain, il n’ y fallait pas songer.",,fallait,y,,root,expl:comp,,26,25.0,[],[25],falloir,0,_,_,3707,1685,3707,[],[],[],[],[],[],[],False,False,False,32
"Quant aux paquebots Imman, dont l’ un, le City - of - Paris, mettait en mer le lendemain, il n’ y fallait pas songer.",,songer,,,xcomp,,,28,,[],[],songer,26,_,_,3707,1685,3707,[],[],[],[],[],[],[],False,False,False,32
"Ces navires sont particulièrement affectés au transport des émigrants, leurs machines sont faibles, ils naviguent autant à la voile qu’ à la vapeur, et leur vitesse est médiocre.",Ces navires,affectés,au transport des émigrants,nsubj:pass,root,obl:arg,2.0,5,7.0,"[1, 2]","[6, 7, 8, 9]",affecter,0,_,_,3708,1685,3708,[],[],[],[],[],[],[],False,False,False,32
"Ces navires sont particulièrement affectés au transport des émigrants, leurs machines sont faibles, ils naviguent autant à la voile qu’ à la vapeur, et leur vitesse est médiocre.",ils,naviguent,autant à la voile qu’à la vapeur,nsubj,advcl,obl:mod,16.0,17,21.0,[16],"[18, 19, 20, 21, 22, 23, 24, 25]",naviguer,5,_,_,3708,1685,3708,[],[],[],[],[],[],[],False,False,False,32
Ils employaient à cette traversée de New York à l’ Angleterre plus de temps qu’ il n’ en restait à Mr. Fogg pour gagner son pari.,Ils,employaient,à cette traversée de New York à l’Angleterre,nsubj,root,obl:arg,1.0,2,5.0,[1],"[3, 4, 5, 6, 7, 8, 9, 10, 11]",employer,0,_,_,3709,1685,3709,['588'],[],['588'],[],[],[],[],True,False,False,32
Ils employaient à cette traversée de New York à l’ Angleterre plus de temps qu’ il n’ en restait à Mr. Fogg pour gagner son pari.,Ils,employaient,plus de temps,nsubj,root,obl:arg,1.0,2,12.0,[1],"[12, 13, 14]",employer,0,_,_,3709,1685,3709,['588'],[],['588'],[],[],[],[],True,False,False,32
Ils employaient à cette traversée de New York à l’ Angleterre plus de temps qu’ il n’ en restait à Mr. Fogg pour gagner son pari.,,restait,à Mr. Fogg,,acl,obl:arg,,19,21.0,[],"[20, 21, 22]",rester,14,_,_,3709,1685,3709,[],['1'],['1'],[],[],[],[],True,False,False,32
Ils employaient à cette traversée de New York à l’ Angleterre plus de temps qu’ il n’ en restait à Mr. Fogg pour gagner son pari.,Ils,gagner,son pari,nsubj,advcl,obj,1.0,24,26.0,[1],"[25, 26]",gagner,2,Dpt au sens large,VERB,3709,1685,3709,['588'],['1'],"['588', '1']",[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",le gentleman,rendit,De tout ceci,nsubj,root,obl:mod,5.0,7,3.0,"[4, 5]","[1, 2, 3]",rendre,0,_,_,3710,1686,3710,['1'],[],['1'],[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",le gentleman,rendit,se,nsubj,root,expl:comp,5.0,7,6.0,"[4, 5]",[6],rendre,0,_,_,3710,1686,3710,['1'],[],['1'],[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",le gentleman,rendit,compte,nsubj,root,obj,5.0,7,9.0,"[4, 5]",[9],rendre,0,_,_,3710,1686,3710,['1'],[],['1'],[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",le gentleman,consultant,son Bradshaw,nsubj,advcl,obj,5.0,11,13.0,"[4, 5]","[12, 13]",consulter,7,_,_,3710,1686,3710,['1'],['1'],['1'],[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",qui,donnait,lui,nsubj,acl:relcl,iobj,15.0,17,16.0,[15],[16],donner,13,_,_,3710,1686,3710,[],['1'],['1'],[],[],[],[],True,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",qui,donnait,jour par jour,nsubj,acl:relcl,obl:mod,15.0,17,19.0,[15],"[19, 20, 21]",donner,13,_,_,3710,1686,3710,[],[],[],[],[],[],[],False,False,False,32
"De tout ceci le gentleman se rendit parfaitement compte en consultant son Bradshaw, qui lui donnait, jour par jour, les mouvements de la navigation transocéanienne.",qui,donnait,les mouvements de la navigation transocéanienne,nsubj,acl:relcl,obj,15.0,17,24.0,[15],"[23, 24, 25, 26, 27, 28]",donner,13,_,_,3710,1686,3710,[],[],[],[],[],[],[],False,False,False,32
Passepartout était anéanti.,Passepartout,anéanti,,nsubj:pass,root,,1.0,3,,[1],[],anéantir,0,_,_,3711,1687,3711,['0'],[],['0'],[],[],[],[],True,False,False,32
"Avoir manqué le paquebot de quarante - cinq minutes, cela le tuait.",,manqué,le paquebot de quarante-cinq minutes,,root,obj,,2,4.0,[],"[3, 4, 5, 6, 7, 8, 9]",manquer,0,_,_,3712,1687,3712,[],[],[],[],[],[],[],False,False,False,32
"Avoir manqué le paquebot de quarante - cinq minutes, cela le tuait.",cela,tuait,le,nsubj,advcl,obj,11.0,13,12.0,[11],[12],tuer,2,_,_,3712,1687,3712,[],['0'],['0'],[],[],[],[],True,False,False,32
"C’ était sa faute à lui, qui, au lieu d’ aider son maître, n’ avait cessé de semer des obstacles sur sa route  !",,aider,son maître,,acl,obj,,13,15.0,[],"[14, 15]",aider,11,_,_,3713,1687,3713,[],"['0', '1']","['0', '1']",[],[],[],[],True,False,False,32
"C’ était sa faute à lui, qui, au lieu d’ aider son maître, n’ avait cessé de semer des obstacles sur sa route  !",qui,cessé,au lieu,nsubj,acl:relcl,obl:mod,8.0,19,11.0,[8],"[10, 11]",cesser,4,_,_,3713,1687,3713,['0'],[],['0'],[],[],[],[],True,False,False,32
"C’ était sa faute à lui, qui, au lieu d’ aider son maître, n’ avait cessé de semer des obstacles sur sa route  !",qui,semer,des obstacles,nsubj,xcomp,obj,8.0,21,23.0,[8],"[22, 23]",semer,19,_,_,3713,1687,3713,['0'],[],['0'],[],[],[],[],True,False,False,32
"C’ était sa faute à lui, qui, au lieu d’ aider son maître, n’ avait cessé de semer des obstacles sur sa route  !",qui,semer,sur sa route,nsubj,xcomp,obl:mod,8.0,21,26.0,[8],"[24, 25, 26]",semer,19,_,_,3713,1687,3713,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,revoyait,dans son esprit,nsubj,root,obl:mod,3.0,4,7.0,[3],"[5, 6, 7]",revoir,0,_,_,3714,1687,3714,['0'],['0'],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,revoyait,tous les incidents du voyage,nsubj,root,obj,3.0,4,10.0,[3],"[8, 9, 10, 11, 12]",revoir,0,_,_,3714,1687,3714,['0'],[],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,supputait,les sommes,nsubj,advcl,obj,15.0,16,18.0,[15],"[17, 18]",supputer,4,_,_,3714,1687,3714,['0'],[],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",,dépensées,en pure perte et dans son seul intérêt,,acl,obl:mod,,19,22.0,[],"[20, 21, 22, 23, 24, 25, 26, 27]",dépenser,18,_,_,3714,1687,3714,[],['0'],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,songeait,,nsubj,advcl,,30.0,31,,[30],[],songer,16,_,_,3714,1687,3714,['0'],[],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",cet énorme pari,joignant,y,nsubj,advcl,iobj,35.0,39,38.0,"[33, 34, 35]",[38],joindre,49,_,_,3714,1687,3714,[],[],[],[],[],[],[],False,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",cet énorme pari,joignant,les frais considérables de ce voyage,nsubj,advcl,obj,35.0,39,41.0,"[33, 34, 35]","[40, 41, 42, 43, 44, 45]",joindre,49,_,_,3714,1687,3714,[],[],[],[],[],[],[],False,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",,devenu,,,acl,,,46,,[],[],devenir,45,_,_,3714,1687,3714,[],[],[],[],[],[],[],False,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",cet énorme pari,ruinait,Mr. Fogg,nsubj,ccomp,obj,35.0,49,51.0,"[33, 34, 35]","[51, 52]",ruiner,31,_,_,3714,1687,3714,[],['1'],['1'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,accablait,s’,nsubj,advcl,expl:comp,54.0,56,55.0,[54],[55],accabler,4,_,_,3714,1687,3714,['0'],[],['0'],[],[],[],[],True,False,False,32
"Et quand il revoyait dans son esprit tous les incidents du voyage, quand il supputait les sommes dépensées en pure perte et dans son seul intérêt, quand il songeait que cet énorme pari, en y joignant les frais considérables de ce voyage devenu inutile, ruinait complètement Mr. Fogg, il s’ accablait d’ injures.",il,accablait,d’injures,nsubj,advcl,obl:arg,54.0,56,58.0,[54],"[57, 58]",accabler,4,_,_,3714,1687,3714,['0'],[],['0'],[],[],[],[],True,False,False,32
"Mr. Fogg ne lui fit, cependant, aucun reproche, et, en quittant le pier des paquebots transatlantiques, il ne dit que ces mots  :",Mr. Fogg,fit,lui,nsubj,root,iobj,1.0,5,4.0,"[1, 2]",[4],faire,0,_,_,3715,1688,3715,['1'],['1'],['1'],[],[],[],[],True,False,False,32
"Mr. Fogg ne lui fit, cependant, aucun reproche, et, en quittant le pier des paquebots transatlantiques, il ne dit que ces mots  :",Mr. Fogg,fit,aucun reproche,nsubj,root,obj,1.0,5,10.0,"[1, 2]","[9, 10]",faire,0,_,_,3715,1688,3715,['1'],[],['1'],[],[],[],[],True,False,False,32
"Mr. Fogg ne lui fit, cependant, aucun reproche, et, en quittant le pier des paquebots transatlantiques, il ne dit que ces mots  :",il,quittant,le pier des paquebots transatlantiques,nsubj,advcl,obj,22.0,15,17.0,[22],"[16, 17, 18, 19, 20]",quitter,24,_,_,3715,1688,3715,['1'],[],['1'],[],[],[],[],True,False,False,32
"Mr. Fogg ne lui fit, cependant, aucun reproche, et, en quittant le pier des paquebots transatlantiques, il ne dit que ces mots  :",il,dit,que ces mots,nsubj,conj,obj,22.0,24,27.0,[22],"[25, 26, 27]",dire,5,_,_,3715,1688,3715,['1'],[],['1'],[],[],[],[],True,False,False,32
«  Nous aviserons demain.,,aviserons,,,root,,,4,,[],[],aviser,0,_,_,3716,1689,3716,[],[],[],[],[],[],[],False,False,False,32
Venez.  »,,Venez,,,root,,,1,,[],[],venir,0,_,_,3717,1689,3717,[],[],[],[],[],[],[],False,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,l’Hudson,nsubj,root,obj,1.0,6,8.0,"[1, 3, 5]","[7, 8]",traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],['l’ hudson'],['l’ hudson'],['LOC'],True,True,True,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,dans,nsubj,root,obl:arg,1.0,6,9.0,"[1, 3, 5]",[9],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,le Jersey,nsubj,root,obl:mod,1.0,6,11.0,"[1, 3, 5]","[10, 11]",traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,Jersey-city,nsubj,root,obl:mod,1.0,6,12.0,"[1, 3, 5]",[12],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,Jersey-city-ferry,nsubj,root,obl:mod,1.0,6,13.0,"[1, 3, 5]",[13],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,city-ferry,nsubj,root,obl:mod,1.0,6,14.0,"[1, 3, 5]",[14],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,ferry,nsubj,root,obl:mod,1.0,6,15.0,"[1, 3, 5]",[15],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,ferry-boat,nsubj,root,obl:mod,1.0,6,16.0,"[1, 3, 5]",[16],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,ferry-boat,nsubj,root,obl:mod,1.0,6,17.0,"[1, 3, 5]",[17],traverser,0,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,montèrent,dans un fiacre,nsubj,conj,obl:arg,1.0,20,23.0,"[1, 3, 5]","[21, 22, 23]",monter,6,_,_,3719,1690,3719,"['4', '2', '0']",[],"['4', '2', '0']",[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",qui,conduisit,les,nsubj,acl:relcl,obj,25.0,27,26.0,[25],[26],conduire,23,_,_,3719,1690,3719,[],['9'],['9'],[],[],[],[],True,False,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",qui,conduisit,à l’hôtel Saint-Nicolas,nsubj,acl:relcl,obl:arg,25.0,27,30.0,[25],"[28, 29, 30, 31]",conduire,23,_,_,3719,1690,3719,[],[],[],[],['l’ hôtel saint-nicolas'],['l’ hôtel saint-nicolas'],['FAC'],False,True,False,32
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",qui,conduisit,dans Broadway,nsubj,acl:relcl,obl:mod,25.0,27,34.0,[25],"[33, 34]",conduire,23,_,_,3719,1690,3719,[],[],[],[],[],[],[],False,False,False,32
"Des chambres furent mises à leur disposition, et la nuit se passa, courte pour Phileas Fogg, qui dormit d’ un sommeil parfait, mais bien longue pour Mrs.",Des chambres,mises,à leur disposition,nsubj:pass,root,obl:arg,2.0,4,7.0,"[1, 2]","[5, 6, 7]",mettre,0,_,_,3720,1690,3720,[],['9'],['9'],['des chambres'],[],['des chambres'],['FAC'],True,True,True,32
"Des chambres furent mises à leur disposition, et la nuit se passa, courte pour Phileas Fogg, qui dormit d’ un sommeil parfait, mais bien longue pour Mrs.",la nuit,passa,,nsubj,conj,,11.0,13,,"[10, 11]",[],passer,4,_,_,3720,1690,3720,[],[],[],[],[],[],[],False,False,False,32
"Des chambres furent mises à leur disposition, et la nuit se passa, courte pour Phileas Fogg, qui dormit d’ un sommeil parfait, mais bien longue pour Mrs.",qui,dormit,d’un sommeil parfait,nsubj,acl:relcl,obl:mod,20.0,21,24.0,[20],"[22, 23, 24, 25]",dormir,17,_,_,3720,1690,3720,['3'],[],['3'],[],[],[],[],True,False,False,32
"Des chambres furent mises à leur disposition, et la nuit se passa, courte pour Phileas Fogg, qui dormit d’ un sommeil parfait, mais bien longue pour Mrs.",qui,dormit,pour Mrs,nsubj,acl:relcl,obl:mod,20.0,21,31.0,[20],"[30, 31]",dormir,17,_,_,3720,1690,3720,['3'],['5'],"['3', '5']",[],[],[],[],True,False,False,32
"Aouda et ses compagnons, auxquels leur agitation ne permit pas de reposer.",leur agitation,permit,,nsubj,acl:relcl,,8.0,10,,"[7, 8]",[],permettre,4,_,_,3721,1690,3721,['9'],[],['9'],[],[],[],[],True,False,False,32
"Aouda et ses compagnons, auxquels leur agitation ne permit pas de reposer.",leur agitation,reposer,,nsubj,xcomp,,8.0,13,,"[7, 8]",[],reposer,10,_,_,3721,1690,3721,['9'],[],['9'],[],[],[],[],True,False,False,32
"Du 12, sept heures du matin, au 21, huit heures quarante - cinq minutes du soir, il restait neuf jours treize heures et quarante - cinq minutes.",,restait,Du 12,,root,obl:mod,,22,2.0,[],"[1, 2]",rester,0,_,_,3723,1691,3723,[],[],[],[],[],[],[],False,False,False,32
