,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
1031,4 || 166 || 347 || en ce moment une pauvre mendiante un châle en loques sur ses haillons || approcha || s',4,166,347,"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,s',en ce moment,1872-10-02-20,en ce moment,1872-12-21-08-20,sujet,mendiante,1872-10-02-20,1872-12-21-08-20,temps_different
1032,4 || 166 || 347 || en ce moment une pauvre mendiante un châle en loques sur ses haillons || approcha || de mr. fogg,4,166,347,"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,approcha,de Mr. Fogg,en ce moment,1872-10-02-20,en ce moment,1872-12-21-08-20,sujet,mendiante,1872-10-02-20,1872-12-21-08-20,temps_different
1033,4 || 166 || 347 || en ce moment une pauvre mendiante un châle en loques sur ses haillons || demanda || lui,4,166,347,"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,demanda,lui,en ce moment,1872-10-02-20,en ce moment,1872-12-21-08-20,sujet,mendiante,1872-10-02-20,1872-12-21-08-20,temps_different
1034,4 || 166 || 347 || en ce moment une pauvre mendiante un châle en loques sur ses haillons || demanda || l'aumône,4,166,347,"En ce moment, une pauvre mendiante, tenant un enfant à la main, pieds nus dans la boue, coiffée d' un chapeau dépenaillé auquel pendait une plume lamentable, un châle en loques sur ses haillons, s' approcha de Mr. Fogg et lui demanda l' aumône.",En ce moment une pauvre mendiante un châle en loques sur ses haillons,demanda,l'aumône,en ce moment,1872-10-02-20,en ce moment,1872-12-21-08-20,sujet,mendiante,1872-10-02-20,1872-12-21-08-20,temps_different
1035,4 || 167 || 348 || mr. fogg || tira || de sa poche,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,tira,de sa poche,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1036,4 || 167 || 348 || mr. fogg || tira || les vingt guinées,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,tira,les vingt guinées,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1037,4 || 167 || 348 || il || venait || _,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,venait,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1038,4 || 167 || 348 || il || gagner || au whist,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",il,gagner,au whist,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1039,4 || 167 || 348 || mr. fogg || présentant || les,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,présentant,les,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1040,4 || 167 || 348 || mr. fogg || présentant || à la mendiante,4,167,348,"Mr. Fogg tira de sa poche les vingt guinées qu' il venait de gagner au whist, et, les présentant à la mendiante:",Mr. Fogg,présentant,à la mendiante,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1041,4 || 168 || 349 || _ || tenez || _,4,168,349,"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",,Tenez,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1042,4 || 168 || 349 || -il || dit || _,4,168,349,"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",-il,dit,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1043,4 || 168 || 349 || je || rencontrée || vous,4,168,349,"«Tenez, ma brave femme, dit -il, je suis content de vous avoir rencontrée!»",je,rencontrée,vous,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1044,4 || 169 || 350 || il || passa || _,4,169,350,Puis il passa.,il,passa,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1045,4 || 170 || 351 || passepartout || eut || comme une sensation d'humidité,4,170,351,Passepartout eut comme une sensation d' humidité autour de la prunelle.,Passepartout,eut,comme une sensation d'humidité,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1046,4 || 170 || 352 || son maître || fait || un pas,4,170,352,Son maître avait fait un pas dans son cœur.,Son maître,fait,un pas,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1047,4 || 170 || 352 || son maître || fait || dans son cœur,4,170,352,Son maître avait fait un pas dans son cœur.,Son maître,fait,dans son cœur,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1048,4 || 171 || 353 || mr. fogg || entrèrent || lui,4,171,353,Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,lui,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1049,4 || 171 || 353 || mr. fogg || entrèrent || dans la grande salle de la gare,4,171,353,Mr. Fogg et lui entrèrent aussitôt dans la grande salle de la gare.,Mr. Fogg,entrèrent,dans la grande salle de la gare,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1050,4 || 171 || 354 || phileas fogg || donna || à passepartout,4,171,354,"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",Phileas Fogg,donna,à Passepartout,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1051,4 || 171 || 354 || phileas fogg || donna || l'ordre,4,171,354,"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",Phileas Fogg,donna,l'ordre,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1052,4 || 171 || 354 || _ || prendre || deux billets de première classe pour paris,4,171,354,"Là, Phileas Fogg donna à Passepartout l' ordre de prendre deux billets de première classe pour Paris.",,prendre,deux billets de première classe pour Paris,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1053,4 || 171 || 355 || il || retournant || se,4,171,355,"Puis, se retournant, il aperçut ses cinq collègues du Reform - Club.",il,retournant,se,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1054,4 || 171 || 355 || il || aperçut || ses cinq collègues du reform-club,4,171,355,"Puis, se retournant, il aperçut ses cinq collègues du Reform - Club.",il,aperçut,ses cinq collègues du Reform-Club,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1055,4 || 172 || 356 || je || pars || messieurs,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",je,pars,Messieurs,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1056,4 || 172 || 356 || -il || dit || au retour,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",-il,dit,au retour,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1057,4 || 172 || 356 || _ || apposés || sur un passeport,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",,apposés,sur un passeport,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1058,4 || 172 || 356 || j' || emporte || que,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",j',emporte,que,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1059,4 || 172 || 356 || j' || emporte || à cet effet,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",j',emporte,à cet effet,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1060,4 || 172 || 356 || les divers visas || permettront || vous,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",les divers visas,permettront,vous,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1061,4 || 172 || 356 || -il || contrôler || mon itinéraire,4,172,356,"«Messieurs, je pars, dit -il, et les divers visas apposés sur un passeport que j' emporte à cet effet vous permettront, au retour, de contrôler mon itinéraire.",-il,contrôler,mon itinéraire,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1062,4 || 173 || 357 || gauthier ralph || répondit || _,4,173,357,"- Oh! monsieur Fogg, répondit poliment Gauthier Ralph, c' est inutile.",Gauthier Ralph,répondit,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1063,4 || 173 || 358 || nous || rapporterons || nous,4,173,358,Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,nous,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1064,4 || 173 || 358 || nous || rapporterons || en,4,173,358,Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,en,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1065,4 || 173 || 358 || nous || rapporterons || à votre honneur de gentleman,4,173,358,Nous nous en rapporterons à votre honneur de gentleman!,Nous,rapporterons,à votre honneur de gentleman,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1066,4 || 174 || 359 || cela || vaut || mieux,4,174,359,"- Cela vaut mieux ainsi, dit Mr. Fogg.",Cela,vaut,mieux,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1067,4 || 174 || 359 || mr. fogg || dit || _,4,174,359,"- Cela vaut mieux ainsi, dit Mr. Fogg.",Mr. Fogg,dit,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1068,4 || 175 || 360 || -vous || oubliez || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,-Vous,oubliez,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1069,4 || 175 || 360 || vous || devez || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,vous,devez,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1070,4 || 175 || 360 || vous || revenu || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,vous,revenu,,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1071,4 || 175 || 361 || _ || observer || andrew stuart,4,175,361,… fit observer Andrew Stuart.,,observer,Andrew Stuart,en ce moment,1872-10-02-20,à huit heures vingt,1872-12-21-08-20,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
1072,4 || 176 || 362 || mr. fogg || répondit || dans quatre-vingts jours,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,Dans quatre-vingts jours,dans quatre-vingts jours,1872-12-21-20,dans quatre-vingts jours,1873-03-11-08-20,objet,répondit,1872-12-21-20,1873-03-11-08-20,temps_different
1073,4 || 176 || 362 || mr. fogg || répondit || le samedi 21 décembre 1872,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,le samedi 21 décembre 1872,le samedi 21 décembre 1872,1872-12-21-20,le samedi 21 décembre 1872,1872-12-21-00-00,objet,répondit,1872-12-21-20,1872-12-21-00,temps_different
1074,4 || 176 || 362 || mr. fogg || répondit || à huit heures quarante-cinq minutes du soir,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,à huit heures quarante-cinq minutes du soir,à huit heures quarante - cinq minutes du soir,1872-12-21-20,à huit heures quarante - cinq minutes du soir,1872-12-21-20-45,objet,répondit,1872-12-21-20,1872-12-21-20-45,temps_different
1075,4 || 177 || 364 || phileas fogg et son domestique || prirent || à huit heures quarante,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,À huit heures quarante,à huit heures quarante,1872-10-02-20,à huit heures quarante,1872-12-21-08-40,objet,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
1076,4 || 177 || 364 || phileas fogg et son domestique || prirent || place,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,place,à huit heures quarante,1872-10-02-20,à huit heures quarante,1872-12-21-08-40,ud_direct,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
1077,4 || 177 || 364 || phileas fogg et son domestique || prirent || dans le même compartiment,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,dans le même compartiment,à huit heures quarante,1872-10-02-20,à huit heures quarante,1872-12-21-08-40,ud_direct,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
1078,4 || 177 || 365 || un coup de sifflet || retentit || à huit heures quarante-cinq,4,177,365,"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",un coup de sifflet,retentit,À huit heures quarante-cinq,à huit heures quarante - cinq,1872-10-02-20,à huit heures quarante - cinq,1872-12-21-08-45,objet,retentit,1872-10-02-20,1872-12-21-08-45,temps_different
1079,4 || 177 || 365 || le train || mit || en marche,4,177,365,"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",le train,mit,en marche,à huit heures quarante - cinq,1872-10-02-20,à huit heures quarante - cinq,1872-12-21-08-45,ud_scope_anchor,retentit,1872-10-02-20,1872-12-21-08-45,temps_different
1080,4 || 178 || 367 || il || tombait || une pluie fine,4,178,367,Il tombait une pluie fine.,Il,tombait,une pluie fine,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1081,4 || 178 || 368 || phileas fogg || accoté || dans son coin,4,178,368,"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,accoté,dans son coin,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1082,4 || 178 || 368 || phileas fogg || parlait || _,4,178,368,"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,parlait,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1083,4 || 178 || 369 || passepartout || abasourdi || _,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,abasourdi,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1084,4 || 178 || 369 || passepartout || pressait || contre lui,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,contre lui,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1085,4 || 178 || 369 || passepartout || pressait || le sac aux bank-notes,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,le sac aux bank-notes,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1086,4 || 178 || 369 || passepartout || pressait || bank-notes,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,bank-notes,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1087,4 || 179 || 370 || le train || dépassé || sydenham,4,179,370,"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",le train,dépassé,Sydenham,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1088,4 || 179 || 370 || passepartout || poussait || un véritable cri de désespoir,4,179,370,"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",Passepartout,poussait,un véritable cri de désespoir,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1089,4 || 180 || 371 || -vous || avez || _,4,180,371,«Qu' avez -vous? demanda Mr. Fogg.,-vous,avez,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1090,4 || 180 || 371 || mr. fogg || demanda || _,4,180,371,«Qu' avez -vous? demanda Mr. Fogg.,Mr. Fogg,demanda,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1091,4 || 181 || 372 || _ || a || y,4,181,372,- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,,a,y,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1092,4 || 181 || 372 || j' || oublié || dans ma précipitation mon trouble,4,181,372,- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,j',oublié,dans ma précipitation mon trouble,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1093,4 || 183 || 374 || _ || éteindre || le bec de gaz de ma chambre,4,183,374,- D' éteindre le bec de gaz de ma chambre!,,éteindre,le bec de gaz de ma chambre,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1094,4 || 184 || 375 || mr. fogg || répondit || mon garçon,4,184,375,"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",Mr. Fogg,répondit,mon garçon,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1095,4 || 184 || 375 || il || brûle || à votre compte,4,184,375,"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",il,brûle,à votre compte,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1096,5 || 185 || 376 || phileas fogg || quittant || londres,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,quittant,Londres,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1097,5 || 185 || 376 || phileas fogg || doutait || se,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,se,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1098,5 || 185 || 376 || phileas fogg || doutait || sans doute,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,sans doute,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1099,5 || 185 || 376 || phileas fogg || doutait || du grand retentissement,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,du grand retentissement,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1100,5 || 185 || 376 || son départ || allait || qu',5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,allait,qu',à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1101,5 || 185 || 376 || son départ || provoquer || _,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,provoquer,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1102,5 || 185 || 377 || la nouvelle du pari || répandit || se,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,se,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1103,5 || 185 || 377 || la nouvelle du pari || répandit || dans le reform-club,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,dans le Reform-Club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1104,5 || 185 || 377 || la nouvelle du pari || répandit || reform-club,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1105,5 || 185 || 377 || la nouvelle du pari || répandit || reform-club,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1106,5 || 185 || 377 || la nouvelle du pari || répandit || reform-club,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1107,5 || 185 || 377 || la nouvelle du pari || répandit || reform-club,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1108,5 || 185 || 377 || la nouvelle du pari || produisit || une véritable émotion,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,produisit,une véritable émotion,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1109,5 || 185 || 377 || la nouvelle du pari || produisit || parmi les membres de l'honorable cercle,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,produisit,parmi les membres de l'honorable cercle,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1110,5 || 185 || 378 || cette émotion || passa || du club,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,du club,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1111,5 || 185 || 378 || cette émotion || passa || aux journaux,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,aux journaux,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
