Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,triplet_order,is_dynamouv,verb_occ_key,chapter,triptyque_id,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"Aouda, ni Fix lui-même ne consentirent à quitter le pont.",Aouda ni Fix lui-même,quitter,le pont,nsubj,xcomp,obj,1.0,9,11.0,quitter,7,Dpt au sens large,VERB,2336,1103,2336,7005,True,2336_9,21,7005,"['4', '2']",[],"['4', '2']",[],['le pont'],['le pont'],['FAC'],True,True,True
"Vingt fois elle faillit être coiffée par une de ces montagnes d’ eau qui se dressaient à l’ arrière  ; mais un adroit coup de barre, donné par le pilote, parait la catastrophe.",elle,coiffée,par une de ces montagnes d’ eau,nsubj,xcomp,obl:agent,3.0,6,8.0,coiffer,4,_,_,2341,1105,2341,7026,False,2341_6,21,7026,['46'],[],['46'],[],['ces montagnes d’ eau'],['ces montagnes d’ eau'],['LOC'],True,True,True
"«  Je crois, Votre Honneur, que nous ferions bien de gagner un des ports de la côte.",nous,gagner,un des ports de la côte,nsubj,xcomp,obj,10.0,14,15.0,gagner,11,Dpt au sens large,VERB,2352,1109,2352,7077,True,2352_14,21,7077,['36'],[],['36'],[],"['un', 'des ports de la côte', 'la côte']","['un', 'des ports de la côte', 'la côte']",['LOC'],True,True,True
La Tankadère était seule à tenir la mer.,La Tankadère,tenir,la mer,nsubj,xcomp,obj,2.0,6,8.0,tenir,4,_,_,2376,1120,2376,7119,False,2376_6,21,7119,['46'],[],['46'],[],['la mer'],['la mer'],['LOC'],True,True,True
"Sans cette tempête, pendant laquelle il perdit plusieurs heures, il n’ eût pas été en ce moment à trente milles du port.",il,été,à trente milles du port,nsubj,root,obl:arg,12.0,16,22.0,être,0,_,_,2386,1124,2386,7147,False,2386_16,21,7147,['1'],[],['1'],[],['du port'],['du port'],['FAC'],True,True,True
"Quelques instants après que Fix eut quitté la tabagie, deux garçons avaient enlevé Passepartout profondément endormi, et l’ avaient couché sur le lit réservé aux fumeurs.",Fix,quitté,la tabagie,nsubj,advcl,obj,5.0,7,9.0,quitter,14,_,_,2422,1141,2422,7237,False,2422_7,22,7237,['2'],[],['2'],[],['la tabagie'],['la tabagie'],['FAC'],True,True,True
"Il quittait ce lit d’ ivrognes, et trébuchant, s’ appuyant aux murailles, tombant et se relevant, mais toujours et irrésistiblement poussé par une sorte d’ instinct, il sortait de la tabagie, criant comme dans un rêve  :«   Le Carnatic  ! le Carnatic  !  »",il,sortait,de la tabagie,nsubj,root,obl:arg,32.0,33,36.0,sortir,0,_,_,2425,1141,2425,7256,False,2425_33,22,7256,['0'],[],['0'],[],['la tabagie'],['la tabagie'],['FAC'],True,True,True
"Il s’ élança sur le pont volant, il franchit la coupée et tomba inanimé à l’ avant, au moment où le Carnatic larguait ses amarres.",Il,élança,sur le pont volant,nsubj,root,obl:arg,1.0,3,6.0,élancer,0,_,_,2428,1142,2428,7262,False,2428_3,22,7262,['0'],[],['0'],[],['le pont volant'],['le pont volant'],['FAC'],True,True,True
"Quelques matelots, en gens habitués à ces sortes de scènes, descendirent le pauvre garçon dans une cabine des secondes, et Passepartout ne se réveilla que le lendemain matin, à cent cinquante milles des terres de la Chine.",Passepartout,réveilla,à cent cinquante milles des terres de la Chine,nsubj,conj,obl:mod,24.0,27,36.0,réveiller,13,_,_,2429,1143,2429,7273,False,2429_27,22,7273,['0'],[],['0'],[],['des terres de la chine'],['des terres de la chine'],['LOC'],True,True,True
"Voilà donc pourquoi, ce matin -là, Passepartout se trouvait sur le pont du Carnatic, et venait humer à pleine gorgées les fraîches brises de la mer.",Passepartout,trouvait,sur le pont du Carnatic,nsubj,ccomp,obl:arg,9.0,11,14.0,trouver,1,_,_,2430,1144,2430,7278,False,2430_11,22,7278,['0'],[],['0'],[],['le pont du carnatic'],['le pont du carnatic'],['FAC'],True,True,True
"Sur le pont, il ne vit personne qui ressemblât ni à son maître, ni à Mrs.",il,vit,Sur le pont,nsubj,root,obl:mod,5.0,7,3.0,voir,0,_,_,2451,1150,2451,7330,False,2451_7,22,7330,['0'],[],['0'],[],['le pont'],['le pont'],['FAC'],True,True,True
"Ce disant, Passepartout descendit au salon.",Passepartout,descendit,au salon,nsubj,root,obl:arg,4.0,5,7.0,descendre,0,_,_,2456,1152,2456,7339,False,2456_5,22,7339,['0'],[],['0'],[],['au salon'],['au salon'],['FAC'],True,True,True
"Mais s’ il était sur le Carnatic, il était certain que son maître ne s’ y trouvait pas.",son maître,trouvait,y,nsubj,ccomp,iobj,14.0,18,17.0,trouver,11,_,_,2473,1161,2473,7376,False,2473_18,22,7376,['0'],[],['0'],[],['y'],['y'],['FAC'],True,True,True
"Passepartout mit le pied, sans aucun enthousiasme, sur cette terre si curieuse des Fils du Soleil.",Passepartout,mit,sur cette terre si curieuse des Fils du Soleil,nsubj,root,obl:arg,1.0,2,12.0,mettre,0,_,_,2500,1168,2500,7442,False,2500_2,22,7442,['0'],[],['0'],[],['du soleil'],['du soleil'],['LOC'],True,True,True
"Passepartout se trouva d’ abord dans une cité absolument européenne, avec des maisons à basses façades, ornées de vérandas sous lesquelles se développaient d’ élégants péristyles, et qui couvrait de ses rues, de ses places, de ses docks, de ses entrepôts, tout l’ espace compris depuis le promontoire du Traité jusqu’ à la rivière.",Passepartout,trouva,avec des maisons à basses façades,nsubj,root,obl:mod,1.0,3,14.0,trouver,0,_,_,2502,1169,2502,7451,False,2502_3,22,7451,['0'],[],['0'],[],['des maisons à basses façades'],['des maisons à basses façades'],['FAC'],True,True,True
"Puis Passepartout se trouva dans les champs, au milieu des immenses rizières.",Passepartout,trouva,dans les champs,nsubj,root,obl:arg,2.0,4,7.0,trouver,0,_,_,2512,1175,2512,7540,False,2512_4,22,7540,['0'],[],['0'],[],['les champs'],['les champs'],['LOC'],True,True,True
"Puis Passepartout se trouva dans les champs, au milieu des immenses rizières.",Passepartout,trouva,au milieu des immenses rizières,nsubj,root,obl:mod,2.0,4,10.0,trouver,0,_,_,2512,1175,2512,7541,False,2512_4,22,7541,['0'],[],['0'],[],['des immenses rizières'],['des immenses rizières'],['LOC'],True,True,True
"Passepartout rentra dans la ville indigène, et il erra dans les rues au milieu des lanternes multicolores, regardant les groupes de baladins exécuter leurs prestigieux exercices, et les astrologues en plein vent qui amassaient la foule autour de leur lunette.",il,erra,dans les rues,nsubj,conj,obl:arg,9.0,10,13.0,errer,2,_,_,2524,1181,2524,7592,False,2524_10,22,7592,['0'],[],['0'],[],['les rues'],['les rues'],['FAC'],True,True,True
"Puis il revit la rade, émaillée des feux de pêcheurs, qui attiraient le poisson à la lueur de résines enflammées.",il,revit,la rade,nsubj,root,obj,2.0,3,5.0,revoir,0,_,_,2525,1181,2525,7597,False,2525_3,22,7597,['0'],[],['0'],[],['la rade'],['la rade'],['LOC'],True,True,True
"Passepartout, n’ étant point homme à laisser languir une idée, se dirigea vers le port de Yokohama.",Passepartout,dirigea,vers le port de Yokohama,nsubj,conj,obl:arg,1.0,14,17.0,diriger,6,_,_,2551,1193,2551,7698,False,2551_14,23,7698,['0'],[],['0'],[],['le port de yokohama'],['le port de yokohama'],['FAC'],True,True,True
"Mais à mesure qu’ il s’ approchait des docks, son projet, qui lui avait paru si simple au moment où il en avait eu l’ idée, lui semblait de plus en plus inexécutable.",il,approchait,des docks,nsubj,acl,obl:arg,5.0,7,9.0,approcher,3,_,_,2552,1193,2552,7700,False,2552_7,23,7700,['0'],[],['0'],[],['des docks'],['des docks'],['FAC'],True,True,True
"Comme il réfléchissait ainsi, ses regards tombèrent sur une immense affiche qu’ une sorte de clown promenait dans les rues de Yokohama.",une sorte de clown,promenait,dans les rues de Yokohama,nsubj,acl:relcl,obl:mod,15.0,18,21.0,promener,12,_,_,2556,1194,2556,7717,False,2556_18,23,7717,['123'],[],['123'],[],['les rues de yokohama'],['les rues de yokohama'],['FAC'],True,True,True
"Un quart d’ heure plus tard, il s’ arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.",il,arrêtait,devant une vaste case,nsubj,root,obl:arg,8.0,10,14.0,arrêter,0,_,_,2570,1206,2570,7726,False,2570_10,23,7726,['0'],[],['0'],[],['une vaste case'],['une vaste case'],['FAC'],True,True,True
"C’ était l’ établissement de l’ honorable Batulcar, sorte de Barnum américain, directeur d’ une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l’ affiche, donnait ses dernières représentations avant de quitter l’ empire du Soleil pour les États de l’ Union.",qui,quitter,l’ empire du Soleil,nsubj,advcl,obj,32.0,44,46.0,quitter,38,Dpt au sens large,VERB,2571,1207,2571,7732,True,2571_44,23,7732,['124'],[],['124'],[],['l’ empire du soleil'],['l’ empire du soleil'],['LOC'],True,True,True
"C’ était l’ établissement de l’ honorable Batulcar, sorte de Barnum américain, directeur d’ une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l’ affiche, donnait ses dernières représentations avant de quitter l’ empire du Soleil pour les États de l’ Union.",qui,quitter,pour les États de l’ Union,nsubj,advcl,obl:mod,32.0,44,51.0,quitter,38,Dpt au sens large,VERB,2571,1207,2571,7733,True,2571_44,23,7733,['124'],[],['124'],[],['les états de l’ union'],['les états de l’ union'],['LOC'],True,True,True
"Passepartout entra sous un péristyle qui précédait la case, et demanda Mr. Batulcar.",Passepartout,entra,sous un péristyle,nsubj,root,obl:arg,1.0,2,5.0,entrer,0,_,_,2572,1208,2572,7734,False,2572_2,23,7734,['0'],[],['0'],[],['un péristyle'],['un péristyle'],['FAC'],True,True,True
"Avant trois heures, les spectateurs avaient envahi la vaste case.",les spectateurs,envahi,la vaste case,nsubj,root,obj,6.0,8,11.0,envahir,0,_,_,2606,1233,2606,7823,False,2606_8,23,7823,['467'],[],['467'],[],['la vaste case'],['la vaste case'],['FAC'],True,True,True
"Européens et indigènes, Chinois et Japonais, hommes, femmes et enfants, se précipitaient sur les étroites banquettes et dans les loges qui faisaient face à la scène.",Européens et indigènes Chinois et Japonais hommes femmes et enfants,précipitaient,sur les étroites banquettes et dans les loges,nsubj,root,obl:arg,1.0,16,20.0,précipiter,0,_,_,2607,1233,2607,7825,False,2607_16,23,7825,"['469', '468', '470', '471', '472']",[],"['469', '468', '470', '471', '472']",[],['les loges'],['les loges'],['FAC'],True,True,True
"Aouda, qui l’ accompagnait, Passepartout s’ étaient précipités par les couloirs au - dehors de la case.",Passepartout,précipités,dehors de la case,nsubj,acl,obl:arg,7.0,10,16.0,précipiter,1,_,_,2639,1246,2639,7965,False,2639_10,23,7965,['0'],[],['0'],[],['la case'],['la case'],['FAC'],True,True,True
"Il s’ adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l’ honorable Batulcar.",il,parcouru,les rues de Yokohama,nsubj,advcl,obj,27.0,21,23.0,parcourir,28,_,_,2652,1249,2652,8012,False,2652_21,24,8012,['3'],[],['3'],[],['les rues de yokohama'],['les rues de yokohama'],['FAC'],True,True,True
"Il s’ adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l’ honorable Batulcar.",le hasard ou peut-être une sorte de pressentiment,entrer,dans la case de l’ honorable Batulcar,nsubj,advcl,obl:arg,35.0,46,49.0,entrer,28,Dpt au sens large,VERB,2652,1249,2652,8016,True,2652_46,24,8016,[],['20'],['20'],[],['la case de l’ honorable batulcar'],['la case de l’ honorable batulcar'],['FAC'],True,True,True
L’ océan Pacifique justifiait assez son nom.,L’ océan Pacifique,justifiait,son nom,nsubj,root,obj,2.0,4,7.0,justifier,0,_,_,2671,1255,2671,8097,False,2671_4,24,8097,[],['0'],['0'],['l’ océan pacifique'],[],['l’ océan pacifique'],['LOC'],True,True,True
"«  Ce coquin qui me racontait un tas d’ histoires sur les méridiens, sur le soleil, sur la lune  ! répétait Passepartout.",qui,racontait,un tas d’ histoires sur les méridiens sur le soleil sur la lune,nsubj,acl:relcl,obj,5.0,7,9.0,raconter,4,_,_,2693,1261,2693,8182,False,2693_7,24,8182,['2'],[],['2'],[],"['le soleil', 'la lune']","['le soleil', 'la lune']",['LOC'],True,True,True
"J’ étais bien sûr qu’ un jour ou l’ autre, le soleil se déciderait à se régler sur ma montre  !",le soleil,régler,sur ma montre,nsubj,xcomp,obl:arg,13.0,18,21.0,régler,15,_,_,2696,1261,2696,8190,False,2696_18,24,8190,[],['2'],['2'],['le soleil'],[],['le soleil'],['LOC'],True,True,True
"Il se cacha aussitôt dans sa cabine, afin d’ éviter une explication qui pouvait tout compromettre,–   et, grâce au nombre des passagers, il comptait bien n’ être point aperçu de son ennemi, lorsque ce jour -là précisément il se trouva face à face avec lui sur l’ avant du navire.",Il,cacha,dans sa cabine,nsubj,root,obl:mod,1.0,3,7.0,cacher,0,_,_,2720,1268,2720,8262,False,2720_3,24,8262,['2'],['2'],['2'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"Il était sept heures du matin, quand Phileas Fogg, Mrs. Aouda et Passepartout prirent pied sur le continent américain,–   si toutefois on peut donner ce nom au quai flottant sur lequel ils débarquèrent.",ils,débarquèrent,sur lequel,nsubj,acl:relcl,obl:mod,38.0,39,37.0,débarquer,34,_,_,2751,1288,2751,8363,False,2751_39,25,8363,['90'],[],['90'],[],['lequel'],['lequel'],['FAC'],True,True,True
"Mais quand il retomba sur le quai dont le plancher était vermoulu, il faillit passer au travers.",il,retomba,sur le quai dont le plancher était vermoulu,nsubj,advcl,obl:arg,3.0,4,7.0,retomber,15,_,_,2756,1289,2756,8377,False,2756_4,25,8377,['0'],[],['0'],[],"['le quai', 'dont']","['le quai', 'dont']",['FAC'],True,True,True
"De la place élevée qu’ il occupait, Passepartout observait avec curiosité la grande ville américaine  : larges rues, maisons basses bien alignées, églises et temples d’ un gothique anglo-saxon, docks immenses, entrepôts comme des palais, les uns en bois, les autres en brique  ; dans les rues, voitures nombreuses, omnibus,«   cars  » de tramways, et sur les trottoirs encombrés, non seulement des Américains et des Européens, mais aussi des Chinois et des Indiens,–   enfin de quoi composer une population de plus de deux cent mille habitants.",Passepartout,observait,la grande ville américaine   larges rues maisons basses églises et temples d’ un gothique anglo-saxon docks immenses entrepôts comme des palais les uns en bois les autres en brique,nsubj,root,obj,9.0,10,15.0,observer,0,_,_,2764,1291,2764,8402,False,2764_10,25,8402,['0'],[],['0'],[],"['larges rues', 'maisons basses bien alignées', 'un gothique anglo-saxon']","['larges rues', 'maisons basses bien alignées', 'un gothique anglo-saxon']",['FAC'],True,True,True
"Lorsque Passepartout arriva à l’ International - Hotel, il ne lui semblait pas qu’ il eût quitté l’ Angleterre.",Passepartout,arriva,à l’ International,nsubj,advcl,obl:arg,2.0,3,6.0,arriver,13,_,_,2772,1293,2772,8428,False,2772_3,25,8428,['0'],[],['0'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
"Lorsque Passepartout arriva à l’ International - Hotel, il ne lui semblait pas qu’ il eût quitté l’ Angleterre.",Passepartout,arriva,-,nsubj,advcl,obl:arg,2.0,3,7.0,arriver,13,_,_,2772,1293,2772,8429,False,2772_3,25,8429,['0'],[],['0'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
"Lorsque Passepartout arriva à l’ International - Hotel, il ne lui semblait pas qu’ il eût quitté l’ Angleterre.",Passepartout,arriva,Hotel,nsubj,advcl,obj,2.0,3,8.0,arriver,13,_,_,2772,1293,2772,8430,False,2772_3,25,8430,['0'],[],['0'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
"Aouda, quitta l’ hôtel pour se rendre aux bureaux du consul anglais afin d’ y faire viser son passeport.",Aouda,quitta,l’ hôtel,nsubj,root,obj,1.0,3,5.0,quitter,0,_,_,2781,1296,2781,8448,False,2781_3,25,8448,['4'],[],['4'],[],['l’ hôtel'],['l’ hôtel'],['FAC'],True,True,True
"Aouda, quitta l’ hôtel pour se rendre aux bureaux du consul anglais afin d’ y faire viser son passeport.",Aouda,rendre,aux bureaux du consul anglais,nsubj,advcl,obl:arg,1.0,8,10.0,rendre,3,_,_,2781,1296,2781,8450,False,2781_8,25,8450,['4'],['500'],"['4', '500']",[],['aux bureaux du consul anglais'],['aux bureaux du consul anglais'],['FAC'],True,True,True
"Sur le trottoir, il trouva son domestique, qui lui demanda si, avant de prendre le chemin de fer du Pacifique, il ne serait pas prudent d’ acheter quelques douzaines de carabines Enfield ou de revolvers Colt.",il,trouva,Sur le trottoir,nsubj,root,obl:mod,5.0,6,3.0,trouver,0,_,_,2782,1296,2782,8453,False,2782_6,25,8453,['0'],[],['0'],[],['le trottoir'],['le trottoir'],['FAC'],True,True,True
Puis il se dirigea vers les bureaux de l’ agent consulaire.,il,dirigea,vers les bureaux de l’ agent consulaire,nsubj,root,obl:arg,2.0,4,7.0,diriger,0,_,_,2785,1296,2785,8467,False,2785_4,25,8467,['1'],['0'],"['1', '0']",[],['les bureaux de l’ agent consulaire'],['les bureaux de l’ agent consulaire'],['FAC'],True,True,True
"Ils se trouvèrent bientôt dans Montgommery - street, où l’ affluence du populaire était énorme.",Ils,trouvèrent,dans Montgommery,nsubj,root,obl:arg,1.0,3,6.0,trouver,0,_,_,2795,1299,2795,8497,False,2795_3,25,8497,['15'],[],['15'],[],['montgommery - street'],['montgommery - street'],['FAC'],True,True,True
"Ils se trouvèrent bientôt dans Montgommery - street, où l’ affluence du populaire était énorme.",Ils,trouvèrent,-,nsubj,root,obl:arg,1.0,3,7.0,trouver,0,_,_,2795,1299,2795,8498,False,2795_3,25,8498,['15'],[],['15'],[],['montgommery - street'],['montgommery - street'],['FAC'],True,True,True
"Ils se trouvèrent bientôt dans Montgommery - street, où l’ affluence du populaire était énorme.",Ils,trouvèrent,street,nsubj,root,obl:mod,1.0,3,8.0,trouver,0,_,_,2795,1299,2795,8499,False,2795_3,25,8499,['15'],[],['15'],[],['montgommery - street'],['montgommery - street'],['FAC'],True,True,True
"Ils se trouvèrent bientôt dans Montgommery - street, où l’ affluence du populaire était énorme.",Ils,trouvèrent,où,nsubj,root,iobj,1.0,3,10.0,trouver,0,_,_,2795,1299,2795,8500,False,2795_3,25,8500,['15'],[],['15'],[],['où'],['où'],['FAC'],True,True,True
"Devant eux, de l’ autre côté de la rue, entre le wharf d’ un marchand de charbon et le magasin d’ un négociant en pétrole, se développait un large bureau en plein vent, vers lequel les divers courants de la foule semblaient converger.",un large bureau en plein vent,développait,entre le wharf d’ un marchand de charbon et le magasin d’ un négociant en pétrole,nsubj,root,obl:mod,33.0,30,14.0,développer,0,_,_,2809,1305,2809,8527,False,2809_30,25,8527,[],"['504', '505']","['504', '505']",[],['le magasin d’ un négociant en pétrole'],['le magasin d’ un négociant en pétrole'],['FAC'],True,True,True
Puis ils revinrent à l’ International - Hotel.,ils,revinrent,à l’ International,nsubj,root,obl:arg,2.0,3,6.0,revenir,0,_,_,2870,1329,2870,8674,False,2870_3,25,8674,['15'],[],['15'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
Puis ils revinrent à l’ International - Hotel.,ils,revinrent,-,nsubj,root,obl:arg,2.0,3,7.0,revenir,0,_,_,2870,1329,2870,8675,False,2870_3,25,8675,['15'],[],['15'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
Puis ils revinrent à l’ International - Hotel.,ils,revinrent,Hotel,nsubj,root,obl:arg,2.0,3,8.0,revenir,0,_,_,2870,1329,2870,8676,False,2870_3,25,8676,['15'],[],['15'],[],['l’ international - hotel'],['l’ international - hotel'],['FAC'],True,True,True
"À six heures moins un quart, les voyageurs atteignaient la gare et trouvaient le train prêt à partir.",les voyageurs,atteignaient,la gare,nsubj,root,obj,9.0,10,12.0,atteindre,0,_,_,2885,1336,2885,8712,False,2885_10,25,8712,['23'],[],['23'],[],['la gare'],['la gare'],['FAC'],True,True,True
"–   Cependant, j’ ai cru remarquer une certaine animation dans les rues.",j’,remarquer,dans les rues,nsubj,xcomp,obl:mod,5.0,8,14.0,remarquer,7,_,_,2889,1339,2889,8727,False,2889_8,25,8727,['91'],[],['91'],[],['les rues'],['les rues'],['FAC'],True,True,True
"C’ est en 1862 que, malgré l’ opposition des députés du Sud, qui voulaient une ligne plus méridionale, le tracé du rail - road fut arrêté entre le quarante et unième et le quarante - deuxième parallèle.",le tracé du rail - road,arrêté,malgré l’ opposition des députés du Sud,nsubj:pass,root,obl:mod,23.0,29,9.0,arrêter,0,_,_,2900,1347,2900,8760,False,2900_29,26,8760,[],['195'],['195'],[],['du sud'],['du sud'],['LOC'],True,True,True
"Le président Lincoln, de si regrettée mémoire, fixa lui-même, dans l’ État de Nebraska, à la ville d’ Omaha, la tête de ligne du nouveau réseau.",Le président Lincoln de si regrettée mémoire,fixa,à la ville d’ Omaha la tête de ligne du nouveau réseau,nsubj,root,obl:arg,2.0,10,21.0,fixer,0,_,_,2901,1347,2901,8763,False,2901_10,26,8763,['516'],[],['516'],[],['du nouveau réseau'],['du nouveau réseau'],['FAC'],True,True,True
"Il n’ y avait plus qu’ à se coucher et à dormir– ce que chacun fit, comme s’ il se fût trouvé dans la cabine confortable d’ un paquebot–, pendant que le train filait à toute vapeur à travers l’ État de Californie.",il,trouvé,dans la cabine confortable d’ un paquebot,nsubj,advcl,obl:arg,21.0,24,27.0,trouver,17,_,_,2930,1355,2930,8885,False,2930_24,26,8885,['0'],[],['0'],[],['un paquebot'],['un paquebot'],['FAC'],True,True,True
"Ils ne virent donc rien de cette ville considérable, siège de la législature de l’ État de Californie, ni ses beaux quais, ni ses rues larges, ni ses hôtels splendides, ni ses squares, ni ses temples.",Ils,virent,rien de cette ville considérable siège de la législature de l’ État de Californie ni ses beaux quais ni ses rues larges ni ses hôtels splendides ni ses squares ni ses temples,nsubj,root,obj,1.0,3,5.0,voir,0,_,_,2935,1356,2935,8908,False,2935_3,26,8908,['23'],[],['23'],[],"['l’ état de californie', 'ses']","['l’ état de californie', 'ses']","['LOC', 'FAC']",True,True,True
"Une heure après, le dortoir était redevenu un wagon ordinaire et les voyageurs pouvaient à travers les vitres entrevoir les points de vue pittoresques de ce montagneux pays.",les voyageurs,entrevoir,les points de vue pittoresques de ce montagneux pays,nsubj,xcomp,obj,14.0,20,22.0,entrevoir,15,_,_,2938,1357,2938,8916,False,2938_20,26,8916,['23'],[],['23'],[],['ce montagneux pays'],['ce montagneux pays'],['LOC'],True,True,True
"Ce personnage, qui avait pris le train à la station d’ Elko, était un homme de haute taille, très brun, moustaches noires, bas noirs, chapeau de soie noir, gilet noir, pantalon noir, cravate blanche, gants de peau de chien.",qui,pris,à la station d’ Elko,nsubj,acl:relcl,obl:arg,4.0,6,11.0,prendre,2,_,_,2979,1371,2979,9082,False,2979_6,27,9082,['2'],[],['2'],[],['la station d’ elko'],['la station d’ elko'],['FAC'],True,True,True
"Mais l’ elder, sans s’ inquiéter de cette désertion, raconta avec détail«   comme quoi Joe Smyth fit banqueroute en 1837  ; comme quoi ses actionnaires ruinés l’ enduisirent de goudron et le roulèrent dans la plume  ; comme quoi on le retrouva, plus honorable et plus honoré que jamais, quelques années après, à Independance, dans le Missouri, et chef d’ une communauté florissante, qui ne comptait pas moins de trois mille disciples, et qu’ alors, poursuivi par la haine des gentils, il dut fuir dans le Far West américain.  »",il,fuir,dans le Far West américain,nsubj,xcomp,obl:arg,97.0,99,102.0,fuir,98,Dpt au sens large,VERB,3000,1382,3000,9209,True,3000_99,27,9209,['0'],[],['0'],[],['le far west américain'],['le far west américain'],['LOC'],True,True,True
"Ce fut ainsi qu’ il apprit«   comment, après de longues persécutions, Smyth reparut dans l’ Illinois et fonda en 1839, sur les bords du Mississippi, Nauvoo-la-Belle, dont la population s’ éleva jusqu’ à vingt-cinq mille âmes  ; comment Smyth en devint le maire, le juge suprême et le général en chef  ; comment, en 1843, il posa sa candidature à la présidence des États-Unis, et comment enfin, attiré dans un guet - apens, à Carthage, il fut jeté en prison et assassiné par une bande d’ hommes masqués.  »",Smyth,fonda,sur les bords du Mississippi Nauvoo-la-Belle,nsubj,conj,obl:mod,16.0,22,28.0,fonder,17,_,_,3002,1383,3002,9216,False,3002_22,27,9216,['2'],[],['2'],[],"['les bords du mississippi', 'du mississippi']","['les bords du mississippi', 'du mississippi']",['LOC'],True,True,True
"En ce moment, Passepartout était absolument seul dans le wagon, et l’ elder, le regardant en face, le fascinant par ses paroles, lui rappela que, deux ans après l’ assassinat de Smyth, son successeur, le prophète inspiré, Brigham Young, abandonnant Nauvoo, vint s’ établir aux bords du lac Salé, et que là, sur cet admirable territoire, au milieu de cette contrée fertile, sur le chemin des émigrants qui traversaient l’ Utah pour se rendre en Californie, la nouvelle colonie, grâce aux principes polygames du mormonisme, prit une extension énorme.",son successeur le prophète Brigham Young,établir,aux bords du lac Salé,nsubj,xcomp,obl:arg,41.0,55,57.0,établir,53,_,_,3003,1384,3003,9239,False,3003_55,27,9239,"['2', '128']",[],"['2', '128']",[],"['aux bords du lac salé', 'du lac salé']","['aux bords du lac salé', 'du lac salé']",['LOC'],True,True,True
"Chassés du Vermont, chassés de l’ Illinois, chassés de l’ Ohio, chassés du Missouri, chassés de l’ Utah, nous retrouverons encore quelque territoire indépendant où nous planterons notre tente… Et vous, mon fidèle, ajouta l’ elder en fixant sur son unique auditeur des regards courroucés, planterez -vous la vôtre à l’ ombre de notre drapeau  ?",nous,chassés,de l’ Utah,nsubj,conj,obl:arg,24.0,19,22.0,chasser,1,_,_,3007,1385,3007,9256,False,3007_19,27,9256,['43'],[],['43'],[],['l’ utah'],['l’ utah'],['LOC'],True,True,True
"Chassés du Vermont, chassés de l’ Illinois, chassés de l’ Ohio, chassés du Missouri, chassés de l’ Utah, nous retrouverons encore quelque territoire indépendant où nous planterons notre tente… Et vous, mon fidèle, ajouta l’ elder en fixant sur son unique auditeur des regards courroucés, planterez -vous la vôtre à l’ ombre de notre drapeau  ?",nous,planterons,où,nsubj,root,iobj,31.0,32,30.0,planter,0,_,_,3007,1385,3007,9258,False,3007_32,27,9258,['43'],[],['43'],[],['où'],['où'],['LOC'],True,True,True
Aouda et leurs deux compagnons avaient donc le temps de se rendre à la Cité des Saints par le petit embranchement qui se détache de la station d’ Ogden.,Aouda et leurs deux compagnons,rendre,par le petit embranchement,nsubj,xcomp,obl:mod,1.0,12,21.0,rendre,6,_,_,3020,1390,3020,9315,False,3020_12,27,9315,"['4', '23', '198']",[],"['4', '23', '198']",[],['le petit embranchement'],['le petit embranchement'],['FAC'],True,True,True
"À trois heures, les voyageurs se promenaient donc par les rues de la cité, bâtie entre la rive du Jourdain et les premières ondulations des monts Wahsatch.",les voyageurs,promenaient,par les rues de la cité,nsubj,root,obl:mod,6.0,8,12.0,promener,0,_,_,3024,1391,3024,9333,False,3024_8,27,9333,['23'],[],['23'],[],['les rues de la cité'],['les rues de la cité'],['FAC'],True,True,True
